23.736|0.10361
23.759|0.10417
23.783|0.10465
23.806|0.10529
23.822|0.10575
23.841|0.10639
23.869|0.10684
23.889|0.10748
23.916|0.10794
23.936|0.10858
23.953|0.10911
23.983|0.10966
23.995|0.11020
24.018|0.11075
24.042|0.11131
24.065|0.11178
24.089|0.11242
24.100|0.11295
24.124|0.11349
24.142|0.11405
24.159|0.11460
24.183|0.11514
24.207|0.11563
24.230|0.11627
24.236|0.11672
24.254|0.11736
24.277|0.11789
24.301|0.11838
24.312|0.11901
24.324|0.11954
24.348|0.12001
24.359|0.12066
24.371|0.12119
24.395|0.12173
24.407|0.12229
24.419|0.12283
24.436|0.12338
24.442|0.12393
24.466|0.12448
24.477|0.12502
24.489|0.12550
24.501|0.12615
24.513|0.12668
24.519|0.12723
24.536|0.12771
24.548|0.12834
24.560|0.12887
24.560|0.12942
24.583|0.12990
24.607|0.13054
24.607|0.13106
24.607|0.13162
24.630|0.13217
24.642|0.13271
24.654|0.13326
24.660|0.13381
24.678|0.13436
24.690|0.13490
24.701|0.13545
24.701|0.13600
24.707|0.13656
24.725|0.13711
24.725|0.13765
24.748|0.13820
24.748|0.13875
24.748|0.13931
24.772|0.13985
24.784|0.14039
24.795|0.14094
24.795|0.14150
24.795|0.14205
24.807|0.14259
24.819|0.14314
24.819|0.14369
24.842|0.14425
24.842|0.14480
24.860|0.14534
24.866|0.14588
24.877|0.14644
24.889|0.14699
24.889|0.14753
24.889|0.14808
24.901|0.14863
24.913|0.14919
24.913|0.14974
24.937|0.15028
24.937|0.15082
24.949|0.15138
24.960|0.15193
24.960|0.15241
24.984|0.15305
24.984|0.15357
24.984|0.15413
25.001|0.15468
25.007|0.15515
25.007|0.15579
25.031|0.15632
25.031|0.15687
25.042|0.15741
25.054|0.15796
25.054|0.15845
25.054|0.15909
25.078|0.15962
25.078|0.16017
25.078|0.16071
25.096|0.16126
25.101|0.16181
25.101|0.16229
25.113|0.16293
25.125|0.16345
25.125|0.16401
25.125|0.16456
25.131|0.16511
25.148|0.16565
25.160|0.16613
25.172|0.16677
25.172|0.16729
25.172|0.16784
25.172|0.16839
25.172|0.16895
25.184|0.16950
25.196|0.17005
25.219|0.17059
25.219|0.17114
25.219|0.17169
25.219|0.17224
25.219|0.17278
25.243|0.17333
25.243|0.17389
25.255|0.17444
25.266|0.17499
25.266|0.17553
25.266|0.17608
25.266|0.17663
25.266|0.17718
25.266|0.17772
25.278|0.17827
25.290|0.17883
25.301|0.17938
25.313|0.17993
25.313|0.18047
25.313|0.18102
25.313|0.18157
25.313|0.18213
25.313|0.18267
25.313|0.18321
25.337|0.18377
25.337|0.18424
25.337|0.18489
25.360|0.18541
25.360|0.18596
25.360|0.18651
25.360|0.18707
25.360|0.18762
25.360|0.18816
25.360|0.18871
25.360|0.18926
25.360|0.18981
25.372|0.19035
25.384|0.19090
25.396|0.19145
25.408|0.19201
25.408|0.19256
25.408|0.19310
25.408|0.19365
25.408|0.19420
25.408|0.19475
25.408|0.19529
25.408|0.19584
25.419|0.19639
25.431|0.19695
25.455|0.19743
25.455|0.19806
25.455|0.19859
25.455|0.19914
25.455|0.19969
25.455|0.20023
25.455|0.20078
25.455|0.20133
25.455|0.20189
25.455|0.20244
25.478|0.20298
25.478|0.20353
25.502|0.20408
25.502|0.20463
25.502|0.20517
25.502|0.20572
25.502|0.20627
25.502|0.20683
25.519|0.20738
25.525|0.20792
25.525|0.20847
